GEO.DAT         2.1             Header structure with coordinate parameters                     
   2
Produced by MAKEGEO Version: 3.11  Level: 100301                                
5/19/2014                                                
UTM     
  33N   
WGS-84  02-21-2003  
      37      33     385.000    5041.000       1.000       1.000
KM  M   
 1          - LAND USE DATA - (1=new categories)
   14  50  55 - NLU, IWAT1, IWAT2
   10  20 -20  30  40  51  54  55  60  61  62  70  80  90
   0.00,   0.00,   0.10,  33.20,  20.90,  28.30,  18.10,  37.60,  62.10,  53.20,  40.00,  83.70, 225.20, 168.00, 121.30,  55.50,   6.00,  17.40,  56.80,  48.60,  85.20, 124.70, 159.00, 159.30, 224.50, 265.40, 161.00, 118.00, 152.30, 382.40, 431.10, 475.60, 495.10, 628.70, 919.60, 894.50, 727.60
   0.00,   0.00,   0.00,  24.00,  59.50,  89.30, 115.60, 126.10, 104.40, 128.00, 165.10, 173.80, 191.20, 217.00, 129.80,  60.50,  45.60,  24.40,  18.90,  34.10,  79.60, 102.30, 161.30, 234.70, 299.50, 336.40, 264.10, 180.90, 115.60, 260.60, 454.70, 490.20, 477.70, 560.50, 790.90, 895.90, 876.90
 2    - gridded z0 field                                                      
 0.9593, 0.3802, 0.0760, 0.0084, 0.0150, 0.0363, 0.0441, 0.0324, 0.0173, 0.0655, 0.0147, 0.0069, 0.0052, 0.0052, 0.0482, 0.0203, 0.0110, 0.0106, 0.0095, 0.0083, 0.0610, 0.0024, 0.0754, 0.1051, 0.0547, 0.1487, 0.0760, 0.0668, 0.0781, 0.0597, 0.0578, 0.0712, 0.1585, 0.2500, 0.2500, 0.0485, 0.0500
 0.8123, 0.6209, 0.8128, 0.5794, 0.0343, 0.0127, 0.0211, 0.0072, 0.0410, 0.0500, 0.0500, 0.0500, 0.0445, 0.0127, 0.0031, 0.0347, 0.0228, 0.0238, 0.0444, 0.0011, 0.0089, 0.0030, 0.0037, 0.0011, 0.0030, 0.0163, 0.0551, 0.0931, 0.1109, 0.0892, 0.0516, 0.0500, 0.0542, 0.0637, 0.2029, 0.1288, 0.0500
 0.3257, 0.0287, 0.0527, 1.0000, 0.3342, 0.0051, 0.0167, 0.0481, 0.0578, 0.1378, 0.0907, 0.0615, 0.0500, 0.0500, 0.0207, 0.0210, 0.0041, 0.0552, 0.0097, 0.0132, 0.0287, 0.0055, 0.0044, 0.0078, 0.0064, 0.0061, 0.1272, 0.0469, 0.0704, 0.1470, 0.1155, 0.0712, 0.0500, 0.0500, 0.1266, 0.1885, 0.1220
 0.3256, 0.0068, 0.0011, 0.0513, 0.0565, 0.0122, 0.0166, 0.0098, 0.0602, 0.2575, 0.0636, 0.0500, 0.0760, 0.0397, 0.0246, 0.1192, 0.0085, 0.0215, 0.0120, 0.0011, 0.0177, 0.0108, 0.0245, 0.0106, 0.0605, 0.0045, 0.0618, 0.1271, 0.0560, 0.0958, 0.1322, 0.0763, 0.0756, 0.0677, 0.0647, 0.0508, 0.1100
 0.0089, 0.0010, 0.0010, 0.0010, 0.0010, 0.0013, 0.0074, 0.0085, 0.0348, 0.5604, 0.0796, 0.0823, 0.0703, 0.0623, 0.0552, 0.0411, 0.0047, 0.0130, 0.0113, 0.0048, 0.1321, 0.1220, 0.0418, 0.1820, 0.0057, 0.0064, 0.0301, 0.0657, 0.0797, 0.0508, 0.0850, 0.0874, 0.0668, 0.0937, 0.0810, 0.0551, 0.0500
 0.0012, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0016, 0.0629, 0.0724, 0.0242, 0.0622, 0.1393, 0.0823, 0.0577, 0.0366, 0.0164, 0.0736, 0.0500, 0.0587, 0.0943, 0.0369, 0.0794, 0.2094, 0.0110, 0.0663, 0.1239, 0.0672, 0.0978, 0.0178, 0.0886, 0.0552, 0.0249, 0.0666, 0.1721, 0.0550
 0.0021, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0015, 0.0269, 0.1399, 0.1026, 0.0721, 0.0977, 0.0913, 0.0636, 0.0500, 0.0500, 0.0500, 0.0500, 0.0500, 0.0864, 0.1228, 0.1206, 0.1176, 0.1141, 0.0119, 0.0194, 0.0991, 0.0892, 0.0294, 0.0907, 0.0516, 0.0411, 0.0399, 0.0578
 0.0013, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0066, 0.0698, 0.0525, 0.0257, 0.0460, 0.0967, 0.0805, 0.0500, 0.0500, 0.0500, 0.0500, 0.0500, 0.0419, 0.1038, 0.0138, 0.1695, 0.0666, 0.0144, 0.0810, 0.0127, 0.0115, 0.0911, 0.0500, 0.0089, 0.0263, 0.0722
 0.0770, 0.0075, 0.0022, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0170, 0.2817, 0.0405, 0.0402, 0.0124, 0.1935, 0.0617, 0.0500, 0.0500, 0.0500, 0.0500, 0.0092, 0.0220, 0.0242, 0.0316, 0.0711, 0.0244, 0.0181, 0.0116, 0.0410, 0.0281, 0.0449, 0.0445, 0.0439, 0.0092
 0.0592, 0.0206, 0.0025, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0014, 0.0533, 0.0519, 0.0670, 0.0916, 0.0658, 0.1091, 0.0578, 0.0805, 0.0613, 0.1732, 0.0574, 0.0092, 0.0019, 0.0129, 0.0166, 0.0429, 0.0559, 0.0180, 0.0374, 0.0109, 0.0827, 0.0091, 0.0255, 0.0026
 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0023, 0.0325, 0.0531, 0.0649, 0.1146, 0.0676, 0.0712, 0.1813, 0.0935, 0.0952, 0.0178, 0.0196, 0.0663, 0.0742, 0.1078, 0.0153, 0.0214, 0.0127, 0.0068, 0.0211, 0.0090, 0.0188, 0.0101, 0.1032
 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0072, 0.0747, 0.3393, 0.0993, 0.0785, 0.0428, 0.0194, 0.0587, 0.0864, 0.0679, 0.0500, 0.1637, 0.2203, 0.2123, 0.0382, 0.0308, 0.0451, 0.0841, 0.0173, 0.0110, 0.0214, 0.0668, 0.0902
 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0010, 0.0013, 0.0063, 0.0610, 0.0298, 0.0778, 0.1733, 0.1033, 0.0718, 0.0615, 0.1316, 0.0325, 0.2516, 0.0378, 0.1579, 0.0525, 0.0582, 0.0707, 0.2031, 0.1212, 0.0144, 0.0816, 0.0205, 0.0293
